Channel,is_5Ghz,SSID,Transmitter_Adress,Channel_Width,PHY_Type
8,0,H369A59CABD,00:4a:77:59:ca:bd,20,7
1,0,Ziggo,56:67:11:45:60:4b,20,7
10,0,TokoMacan,54:25:ea:c6:38:60,20,7
13,0,KPN Fon,4c:09:d4:33:aa:69,20,7
13,0,draadloos8,54:fa:3e:b4:a7:1f,20,7
52,1,H369A59CABD,00:4a:77:59:ca:be,80,8
8,0,H369A59CABD,00:4a:77:59:ca:bd,20,7
8,0,H369A59CABD,00:4a:77:59:ca:bd,20,7
8,0,H369A59CABD,00:4a:77:59:ca:bd,20,7
8,0,H369A59CABD,00:4a:77:59:ca:bd,20,7
8,0,H369A59CABD,00:4a:77:59:ca:bd,20,7
8,0,H369A59CABD,00:4a:77:59:ca:bd,20,7
8,0,TELE2-3DFA72_2.4G,78:c1:a7:3d:fa:73,20,7
10,0,ZyXEL5A1D71,4c:9e:ff:5a:1d:72,20,7
11,0,H369AE6A145,7c:8b:ca:8a:dc:fc,40,7
13,0,HZN248813974,54:fa:3e:ba:9c:33,20,7
52,1,H369A59CABD,00:4a:77:59:ca:be,80,8
8,0,H369A59CABD,00:4a:77:59:ca:bd,20,7
8,0,H369A59CABD,00:4a:77:59:ca:bd,20,7
8,0,H369A59CABD,00:4a:77:59:ca:bd,20,7
8,0,H369A59CABD,00:4a:77:59:ca:bd,20,7
8,0,H369A59CABD,00:4a:77:59:ca:bd,20,7
8,0,H369A59CABD,00:4a:77:59:ca:bd,20,7
8,0,H369A59CABD,00:4a:77:59:ca:bd,20,7
8,0,H369A59CABD,00:4a:77:59:ca:bd,20,7
3,0,HZN248528117,54:fa:3e:83:fd:31,20,7
6,0,Ziggo2A73BBD,ac:22:05:76:45:d0,20,7
6,0,Ziggo,ae:22:15:76:45:d0,20,7
8,0,TELE2-3DFA72_2.4G,78:c1:a7:3d:fa:73,20,7
9,0,H369AAAF125,88:d2:74:aa:f1:25,20,7
52,1,H369A59CABD,00:4a:77:59:ca:be,80,8
8,0,H369A59CABD,00:4a:77:59:ca:bd,20,7
8,0,H369A59CABD,00:4a:77:59:ca:bd,20,7
8,0,H369A59CABD,00:4a:77:59:ca:bd,20,7
8,0,H369A59CABD,00:4a:77:59:ca:bd,20,7
8,0,H369A59CABD,00:4a:77:59:ca:bd,20,7
8,0,H369A59CABD,00:4a:77:59:ca:bd,20,7
8,0,H369A59CABD,00:4a:77:59:ca:bd,20,7
8,0,H369A59CABD,00:4a:77:59:ca:bd,20,7
8,0,H369A59CABD,00:4a:77:59:ca:bd,20,7
1,0,BigD,e8:94:f6:e2:76:5d,40,7
8,0,TELE2-3DFA72_2.4G,78:c1:a7:3d:fa:73,20,7
52,1,H369A59CABD,00:4a:77:59:ca:be,80,8
8,0,H369A59CABD,00:4a:77:59:ca:bd,20,7
8,0,H369A59CABD,00:4a:77:59:ca:bd,20,7
8,0,H369A59CABD,00:4a:77:59:ca:bd,20,7
8,0,H369A59CABD,00:4a:77:59:ca:bd,20,7
8,0,H369A59CABD,00:4a:77:59:ca:bd,20,7
8,0,H369A59CABD,00:4a:77:59:ca:bd,20,7
8,0,H369A59CABD,00:4a:77:59:ca:bd,20,7
8,0,H369A59CABD,00:4a:77:59:ca:bd,20,7
8,0,H369A59CABD,00:4a:77:59:ca:bd,20,7
8,0,H369A59CABD,00:4a:77:59:ca:bd,20,7
8,0,TELE2-3DFA72_2.4G,78:c1:a7:3d:fa:73,20,7
10,0,H369A7ED680,ac:64:62:7e:d6:80,20,7
11,0,Ziggo2A66EB4,90:5c:44:49:f7:31,20,7
11,0,UPC245169580,14:49:e0:fd:4e:78,20,7
13,0,HZN241603198,1c:3a:de:84:b8:6e,20,7
36,1,UPC507526185,5c:a3:9d:c7:85:c0,40,7
52,1,H369A59CABD,00:4a:77:59:ca:be,80,8
8,0,H369A59CABD,00:4a:77:59:ca:bd,20,7
8,0,H369A59CABD,00:4a:77:59:ca:bd,20,7
8,0,H369A59CABD,00:4a:77:59:ca:bd,20,7
8,0,H369A59CABD,00:4a:77:59:ca:bd,20,7
8,0,H369A59CABD,00:4a:77:59:ca:bd,20,7
8,0,H369A59CABD,00:4a:77:59:ca:bd,20,7
8,0,H369A59CABD,00:4a:77:59:ca:bd,20,7
8,0,H369A59CABD,00:4a:77:59:ca:bd,20,7
8,0,H369A59CABD,00:4a:77:59:ca:bd,20,7
8,0,H369A59CABD,00:4a:77:59:ca:bd,20,7
8,0,H369A59CABD,00:4a:77:59:ca:bd,20,7
4,0,VGV751950327D,9c:80:df:50:32:7d,20,7
6,0,Rita,ac:22:05:a4:84:80,20,7
10,0,VGV75196A54F7,4c:09:d4:6a:54:f7,20,7
11,0,ZiggoA9A53BE,54:67:51:b7:d1:79,20,7
11,0,Ziggo,56:67:11:b7:d1:79,20,7
8,0,H369A59CABD,00:4a:77:59:ca:bd,20,7
12,0,draadloos8,54:fa:3e:b4:a7:1f,20,7
52,1,H369A59CABD,00:4a:77:59:ca:be,80,8
8,0,H369A59CABD,00:4a:77:59:ca:bd,20,7
8,0,H369A59CABD,00:4a:77:59:ca:bd,20,7
